article,german,level,category,plural,chapter,duolingo
der,Schreibtischstuhl,B2,Noun,,,
der,Schreibwarenladen,B2,Noun,,,
die,Schrift,B1,Noun,,,
das,Schriftliche,B2,Noun,,,
der,Schriftsteller,B1,Noun,,,
die,Schriftstellerin,B1,Noun,,,
der,Schritt,B1,Noun,,,
der,Schrott,B2,Noun,,,
die,Schublade,B2,Noun,,,
die,Schuhsohle,B2,Noun,,,
die,Schularbeit,B2,Noun,,,
die,Schuld,B1,Noun,,,
die,Schulklasse,B2,Noun,,,
die,Schulzeit,B2,Noun,,,
die,Schwäche,B2,Noun,,,
der,Schwachsinn,B2,Noun,,,
der,Schwamm,B2,Noun,,,
das,Schweinefleisch,B1,Noun,,,
die,Schwerkraft,,Noun,,1.7,
die,Schwierigkeit,B1,Noun,,,
das,Schwimmbad,A1,Noun,Schwimmbäder,2.1,
der,See,A1,Noun,Seen,2.1,
der,Seeigel,B2,Noun,,,
die,Seele,B2,Noun,,,
das,Sehen,A2,Noun,,,
die,Sehenswürdigkeit,B1,Noun,,,
die,Sehnsucht,B2,Noun,,,
die,Seite,A2,Noun,Seiten,1.7,
der,Sekretär,B1,Noun,,,
die,Sekretärin,B1,Noun,,,
die,Sektflasche,B2,Noun,,,
die,Sekunde,A1,Noun,,,
das,Semester,B1,Noun,,,
das,Seminar,B1,Noun,,,
die,Sendung,A2,Noun,,,
der,September,A1,Noun,,1.6,
das,Serbien,B2,Noun,,,
die,Serie,B1,Noun,,,
der,Service,A2,Noun,,,
der,Sessel,B2,Noun,,,
das,Set,B2,Noun,,,
der,Sex,A2,Noun,,,
der,Sexismus,B2,Noun,,,
die,Sexualität,B2,Noun,,,
die,Sicherheit,B1,Noun,,,
die,Sicherheitsstufe,B2,Noun,,,
die,Sicht,B2,Noun,,,
die,Sichtweise,B2,Noun,,,
die,Siedlung,B2,Noun,,,
der,Sieg,B1,Noun,,,
der,Sieger,B1,Noun,,,
das,Singen,A2,Noun,,,
der,Sinn,B1,Noun,,,
die,Sinnhaftigkeit,B2,Noun,,,
die,Situation,A2,Noun,,,
der,Sitz,B1,Noun,,,
der,Sitzplatz,,Noun,Sitzplätzer,2.2,
die,Sitzung,B2,Noun,,,
die,Skala,B2,Noun,,,
der,Ski,A2,Noun,,,
das,Skifahren,B2,Noun,,2.1,
der,Skikurs,B2,Noun,,,
das,Slowenien,B2,Noun,,,
der,Smalltalk,B2,Noun,,,
der,Snack,B2,Noun,,,
die,Soße,B2,Noun,,,
die,Software,A2,Noun,,,
der,Softwareingenieur,B2,Noun,,,
die,Sohle,B2,Noun,,,
der,Sommer,A1,Noun,Sommer,1.6,
der,Sommertag,B2,Noun,,,
der,Sonnenaufgang,B2,Noun,,,
das,Sonnenblumenöl,A2,Noun,,,
der,Sonnenbrand,B2,Noun,,,
die,Sonnenbrille,B2,Noun,,,
der,Sonnenstrahl,B2,Noun,,,
das,Sonnensystem,B2,Noun,,,
der,Sonnenuntergang,B2,Noun,,,
die,Sorge,B1,Noun,,,
die,Sorgfalt,B2,Noun,,,
die,Sorte,B1,Noun,,,
das,Souvenir,B1,Noun,,,
der,Sozialarbeiter,B1,Noun,,,
die,Sozialarbeiterin,B1,Noun,,,
der,Sozialbereich,B2,Noun,,,
der,Sozialismus,B2,Noun,,,
der,Späti,B2,Noun,,,
die,Spätzle,B2,Noun,,,
die,Spüle,B1,Noun,,,
das,Spüli,B2,Noun,,,
die,Spülmaschine,B2,Noun,,,
das,Spülmittel,B2,Noun,,,
das,Spültuch,B2,Noun,,,
der,Spaß,A2,Noun,,,
der,Spagat,B2,Noun,,,
der,Spalt,B2,Noun,,,
das,Spanien,A1,Noun,,,
das,Spanisch,A1,Noun,,,
der,Spanischkurs,B1,Noun,,,
die,Spannung,B2,Noun,,,
die,Sparte,B2,Noun,,,
der,Spaziergang,B1,Noun,,,
der,Speck,B2,Noun,,,
der,Speicherplatz,B2,Noun,,,
der,Speisewagen,B2,Noun,,,
die,Spekulation,B2,Noun,,,
der,Spezialist,B1,Noun,,,
der,Spieß,B2,Noun,,,
der,Spieß,B2,Noun,,,
das,Spiegelei,B2,Noun,,,
das,Spiel,A2,Noun,,,
die,Spielekonsole,B1,Noun,,,
der,Spieler,B1,Noun,Spieler,2.1,
die,Spielerin,B1,Noun,,,
der,Spielplatz,B1,Noun,,,
der,Spinat,B2,Noun,,,
der,Spitzenplatz,B2,Noun,,,
der,Spitzname,B2,Noun,,,
die,Spontanität,B2,Noun,,,
der,Sport,A1,Noun,,1.1,
die,Sportart,B1,Noun,,,
die,Sporthalle,B2,Noun,,,
die,Sportlerin,B1,Noun,,,
der,Sportplatz,A2,Noun,,,
der,Sprachassistent,B2,Noun,,,
die,Sprache,A1,Noun,,,
der,Sprachkurs,B2,Noun,,,
die,Sprechstunde,B1,Noun,,,
das,Sprichwort,B2,Noun,,,
die,Spritze,B1,Noun,,,
der,Spruch,B2,Noun,,,
der,Sprudel,B2,Noun,,,
die,Spur,B1,Noun,,,
die,Stärke,B2,Noun,,,
die,Störung,B1,Noun,,,
das,Stück,A2,Noun,Stücke,1.6,
der,Staat,B2,Noun,,,
der,Staatsbürger,B2,Noun,,,
die,Staatsbürgerschaft,B2,Noun,,,
das,Stadion,B1,Noun,Stadien,2.1,
der,Stadthistoriker,B2,Noun,,,
der,Stadtteil,B1,Noun,,,
das,Stadtzentrum,B2,Noun,,,
der,Stand,B1,Noun,,,
die,Standardregel,B2,Noun,,,
der,Standpunkt,B1,Noun,,,
die,Stange,B2,Noun,,,
der,Star,A2,Noun,,,
die,Station,A2,Noun,,,
die,Statistik,B2,Noun,,,
die,Statue,B2,Noun,,,
der,Stau,B1,Noun,,,
der,Staub,B2,Noun,,,
das,Staubsaugen,B1,Noun,,,
der,Stecker,B1,Noun,,,
der,Steg,B2,Noun,,,
die,Steigerung,B2,Noun,,,
die,Stelle,B2,Noun,,,
die,Stellenbörse,B2,Noun,,,
der,Stellenwert,B2,Noun,,,
die,Stellung,B2,Noun,,,
der,Stempel,B2,Noun,,,
das,Steuer,B1,Noun,,,
der,Steuerfachangestellte,B2,Noun,,,
der,Steward,B1,Noun,,,
die,Stewardess,B1,Noun,,,
das,Stichwort,B2,Noun,,,
der,Stiefbruder,,Noun,Stiefbrüder,1.3,
der,Stiefel,B2,Noun,,,
die,Stiefmutter,,Noun,Stiefmütter,1.3,
die,Stiefschwester,,Noun,Stiefschwestern,1.3,
der,Stiefvater,,Noun,Stiefväter,1.3,
der,Stift,A2,Noun,,,
die,Stiftung,B2,Noun,,,
der,Stil,B1,Noun,,,
die,Stille,B2,Noun,,,
die,Stimme,B1,Noun,,,
die,Stimmung,B1,Noun,,,
der,Stinkkäse,B2,Noun,,,
das,Stinktier,A2,Noun,,,
das,Stipendium,B2,Noun,,,
die,Stirn,B2,Noun,,,
der,Stock,B2,Noun,,,
das,Stockwerk,A2,Noun,,,
der,Stoff,B1,Noun,,,
das,Stofftier,A2,Noun,,,
die,Strömung,B2,Noun,,,
die,Straßenbahn,A1,Noun,Straßenbahnen,2.2,
das,Straßenleben,B2,Noun,,,
der,Straßenrand,B2,Noun,,,
der,Straßenverkehr,B2,Noun,,,
die,Strafe,B1,Noun,,,
der,Strafzettel,B2,Noun,,,
der,Strand,A2,Noun,,,
das,Streckennetz,B2,Noun,,,
das,Streichholz,B2,Noun,,,
der,Streifen,B2,Noun,,,
der,Streik,B1,Noun,,,
der,Streit,B1,Noun,,,
der,Stress,B1,Noun,,,
der,Strom,B1,Noun,,,
der,Strumpf,B2,Noun,,,
die,Studie,B1,Noun,,,
der,Studierende,B2,Noun,,,
das,Studio,A1,Noun,,,
das,Studium,B1,Noun,,,
die,Stufe,B1,Noun,,,
die,Stunde,A1,Noun,Stunden,1.7,
der,Stundenkilometer,B1,Noun,,,
der,Sturm,B1,Noun,,,
das,Subjekt,B2,Noun,,,
die,Sucht,B2,Noun,,,
das,Suchtmittel,B1,Noun,,,
der,Superheld,B1,Noun,,,
die,Superkraft,B2,Noun,,,
der,Supermarkt,A2,Noun,Supermärkte,1.6,
das,Surfbrett,,Noun,Surfbretter,2.1,
das,Surfen,A2,Noun,,,
das,Symbol,B1,Noun,,,
das,Synonym,B2,Noun,,,
das,Syrien,B2,Noun,,,
das,System,B1,Noun,,,
die,Szene,B1,Noun,,,
das,T-Shirt,A1,Noun,,,
der,Täter,B1,Noun,,,
die,Täterin,B1,Noun,,,
die,Tätigkeit,B1,Noun,,,
die,Türkei,A2,Noun,,,
der,Tabak,A2,Noun,,,
die,Tabelle,B1,Noun,,,
die,Tabellenform,B2,Noun,,,
das,Tablet,A2,Noun,,,
die,Tablette,A2,Noun,,,
das,Tabuthema,B2,Noun,,,
der,Tacho,B2,Noun,,,
der,Tacker,B2,Noun,,,
der,Taco,A2,Noun,,,
die,Tafel,A2,Noun,,,
das,Tagebuch,B2,Noun,,,
der,Tagesablauf,B1,Noun,,,
das,Tal,B1,Noun,,,
das,Talent,B1,Noun,,,
der,Tango,B2,Noun,,,
die,Tankstelle,B1,Noun,,,
der,Tannenbaum,B2,Noun,,,
der,Tanz,A2,Noun,,,
das,Tanzen,B2,Noun,,,
der,Tanzkurs,B2,Noun,,,
der,Tanzpartner,B2,Noun,,,
der,Tanzschritt,B1,Noun,,,
der,Tanzunterricht,B2,Noun,,,
die,Tapferkeit,B2,Noun,,,
das,Taschengeld,A2,Noun,,,
der,Taschenrechner,,Noun,Taschenrechner,1.7,
das,Taschentuch,B1,Noun,,,
die,Tastatur,B1,Noun,,,
die,Taste,B1,Noun,,,
die,Tat,B1,Noun,,,
der,Tauchlehrer,B2,Noun,,,
der,Tauchlehrerschein,B2,Noun,,,
der,Taxifahrer,A1,Noun,,,
das,Team,A2,Noun,,,
der,Teamplayer,B2,Noun,,,
die,Technik,B1,Noun,,1.7,
die,Technikgeschichte,B2,Noun,,,
die,Technoparade,B2,Noun,,,
der,Teddybär,A2,Noun,,,
die,Teewurst,B2,Noun,,,
der,Teich,B2,Noun,,,
der,Teig,B2,Noun,,,
der,Teil,A1,Noun,,,
das,Teilauto,B2,Noun,,,
der,Teilnehmer,B1,Noun,,,
die,Teilnehmerin,B1,Noun,,,
das,Telefon,A1,Noun,,,
das,Telefongespräch,B1,Noun,,,
der,Tempel,B2,Noun,,,
die,Temperatur,B1,Noun,,,
das,Tempo,B1,Noun,,,
das,Tennis,A2,Noun,,1.1,
die,Tennisspielerin,B2,Noun,,,
der,Termin,A1,Noun,Termine,2.2,
der,Terminkalender,B1,Noun,,,
die,Terrasse,B2,Noun,,,
der,Terrorismus,B2,Noun,,,
das,Testen,B1,Noun,,,
der,Text,A1,Noun,,,
der,Textmarker,,Noun,Textmarker,1.7,
das,Theater,A2,Noun,,,
das,Thema,A1,Noun,,,
die,Theorie,B2,Noun,,,
die,Therme,B2,Noun,,,
der,Tick,B2,Noun,,,
das,Ticket,A1,Noun,,,
die,Tierärztin,B2,Noun,,,
das,Tiergeschäft,,Noun,Tiergeschäfte,1.4,
der,Tierpark,B2,Noun,,,
der,Tiger,,Noun,Tiger,1.4,
der,Tipp,A2,Noun,,,
die,Tischlerei,B2,Noun,,,
das,Tischtennis,B2,Noun,,1.2,
die,Tischtennisplatte,B2,Noun,,,
der,Titel,A2,Noun,,,
der,Toaster,A2,Noun,,,
der,Tod,B1,Noun,,,
das,Tofu,B2,Noun,,,
die,Toleranz,B2,Noun,,,
der,Tomatensaft,B1,Noun,,,
die,Tonne,B2,Noun,,,
der,Topf,A2,Noun,,,
die,Torte,A2,Noun,Torten,2.2,
der,Tote,B1,Noun,,,
der,Tourist,A2,Noun,,,
die,Touristeninformation,B2,Noun,,,
die,Träne,B1,Noun,,,
die,Tradition,B1,Noun,,,
das,Training,A2,Noun,,,
das,Trainingslager,B2,Noun,,,
die,Tram,B1,Noun,,,
das,Transkript,B2,Noun,,,
der,Transport,B1,Noun,,,
das,Transportmittel,B2,Noun,,,
das,Trauerspiel,B2,Noun,,,
der,Traum,A2,Noun,,,
das,Trauma,B2,Noun,,,
der,Traumjob,A2,Noun,,,
der,Treffpunkt,B1,Noun,,,
der,Trend,B2,Noun,,,
die,Trennung,B1,Noun,,,
das,Treppenhaus,B1,Noun,,,
der,Tresen,B2,Noun,,,
der,Triathlon,B2,Noun,Triathlons,1.5,
der,Trick,A2,Noun,,,
der,Trieb,B2,Noun,,,
das,Trikot,B2,Noun,,,
der,Trinkspruch,B2,Noun,,,
der,Tritt,B1,Noun,,,
der,Trottel,B2,Noun,,,
das,Tuch,B1,Noun,,,
die,Turbulenz,B2,Noun,,,
der,Turm,B1,Noun,Türme,2.2,
die,Turnhalle,B2,Noun,,,
der,Typ,B1,Noun,Typen,2.2,
die,U-Bahn,B1,Noun,U-Bahnen,2.2,
das,Ufer,B1,Noun,,,
die,Uhr,A1,Noun,,1.7,
die,Umarmung,B2,Noun,,,
das,Umfeld,B2,Noun,,,
die,Umfrage,B1,Noun,,,
der,Umgang,B2,Noun,,,
die,Umleitung,B1,Noun,,,
der,Umschlag,B2,Noun,,,
der,Umstand,B2,Noun,,,
der,Umweg,B2,Noun,,,
die,Umwelt,B1,Noun,,,
der,Umweltschutz,B1,Noun,,,
das,Ungarn,B2,Noun,,,
die,Ungerechtigkeit,B2,Noun,,,
das,Unglück,B1,Noun,,,
die,Ungleichheit,B2,Noun,,,
die,Uni,A2,Noun,,,
die,Uniform,B1,Noun,Uniformen,1.5,
die,Universität,A2,Noun,,,
das,Universum,B2,Noun,,,
die,Unordnung,B2,Noun,,,
das,Unrecht,B2,Noun,,,
die,Unsicherheit,B2,Noun,,,
die,Unterhaltung,B1,Noun,,,
die,Unterhose,B2,Noun,,,
die,Unterlage,B2,Noun,,,
das,Unternehmen,A2,Noun,,,
die,Unternehmerin,B1,Noun,,,
der,Unterricht,A1,Noun,,,
der,Unterschied,A2,Noun,,,
die,Unterschrift,A1,Noun,,,
die,Unterstützung,B1,Noun,,,
die,Untertasse,B2,Noun,,,
das,Unwissen,B2,Noun,,,
der,Urgroßvater,B2,Noun,,,
die,Urkunde,B1,Noun,,,
der,Urlaubsort,B2,Noun,,,
die,Ursache,B1,Noun,,,
das,Urteil,B1,Noun,,,
der,Valentinstag,A2,Noun,,,
die,Variante,B2,Noun,,,
die,Vase,B2,Noun,,,
die,Veränderung,B2,Noun,,,
die,Veröffentlichung,B1,Noun,,,
die,Verabredung,B1,Noun,,,
die,Veranstaltung,B1,Noun,,,
die,Verantwortung,B1,Noun,,,
das,Verb,A2,Noun,,,
der,Verband,B1,Noun,,,
die,Verbesserung,B2,Noun,,,
die,Verbindlichkeit,B2,Noun,,,
die,Verbindung,B1,Noun,,,
das,Verbot,B1,Noun,,,
das,Verbrechen,B2,Noun,,,
der,Verbrecher,B2,Noun,,,
der,Verdacht,B1,Noun,,,
die,Verdauung,B2,Noun,,,
der,Verein,A2,Noun,,,
die,Verfassung,B2,Noun,,,
der,Verfassungsschutz,B2,Noun,,,
der,Vergleich,B1,Noun,,,
das,Vergnügen,B1,Noun,,,
das,Verhältnis,B1,Noun,,,
das,Verhalten,B1,Noun,,,
die,Verhandlung,B2,Noun,,,
das,Verkehrsmittel,B1,Noun,,,
das,Verkehrsnetz,B2,Noun,,,
die,Verkleidung,B2,Noun,,,
der,Verlag,B1,Noun,,,
die,Verletzte,B1,Noun,,,
die,Verletzung,B1,Noun,Verletzungen,1.8,
der,Verlierer,B2,Noun,,,
der,Verlust,B1,Noun,,,
der,Vermieter,A2,Noun,,,
die,Vermieterin,A2,Noun,,,
die,Vermietung,B1,Noun,,,
die,Vermittlung,B1,Noun,,,
die,Vermutung,B2,Noun,,,
die,Vernunft,B2,Noun,,,
die,Verpackung,B2,Noun,,,
der,Verrückte,B2,Noun,,,
die,Versammlung,B1,Noun,,,
die,Verschärfung,B2,Noun,,,
die,Versicherte,B1,Noun,,,
die,Versicherung,B1,Noun,,,
die,Versicherungskarte,B2,Noun,,,
das,Versprechen,B1,Noun,,,
das,Verständnis,B2,Noun,,,
der,Verstand,B1,Noun,,,
das,Versteck,B2,Noun,,,
der,Vertrag,A2,Noun,,,
das,Vertrauen,B1,Noun,,,
das,Vertrauensverhältnis,B2,Noun,,,
der,Vertreter,B1,Noun,,,
die,Vertreterin,B1,Noun,,,
die,Vertretung,B1,Noun,,,
die,Verwaltung,B1,Noun,,,
die,Verzeihung,B1,Noun,,,
das,Video,B1,Noun,,,
das,Videospiel,B2,Noun,,,
die,Vielfalt,B2,Noun,,,
die,Vielseitigkeit,B2,Noun,,,
das,Viertel,A1,Noun,,1.7,
das,Viertelfinale,B2,Noun,,,
der,Virus,B1,Noun,,,
die,Visitenkarte,B1,Noun,,,
das,Vitamin,B1,Noun,,,
die,Vokabel,A1,Noun,,,
die,Volksmusik,B1,Noun,,,
der,Volleyball,A2,Noun,,1.1,
die,Vollzeit,B1,Noun,,,
das,Vorbild,B2,Noun,,,
die,Vorbildfunktion,B2,Noun,,,
der,Vordergrund,B2,Noun,,,
das,Vorlesen,B1,Noun,,,
der,Vormittag,B1,Noun,Vormittage,1.5,
der,Vorort,B1,Noun,,,
der,Vorrat,B2,Noun,,,
der,Vorschlag,A2,Noun,,,
die,Vorschrift,B1,Noun,,,
die,Vorsicht,A1,Noun,,,
der,Vorstand,B2,Noun,,,
die,Vorstellung,B1,Noun,,,
das,Vorstellungsgespräch,B1,Noun,,,
der,Vorteil,B1,Noun,,,
der,Vortrag,B1,Noun,,,
das,Vorurteil,B2,Noun,,,
die,Vorwahl,A1,Noun,,,
der,Vorwurf,B1,Noun,,,
die,Währung,B2,Noun,,,
die,Wärme,B1,Noun,,,
der,Wärter,B2,Noun,,,
die,Wäsche,A2,Noun,,,
der,Wäscheständer,B2,Noun,,,
das,Wörterbuch,B1,Noun,Wörterbücher,1.7,
das,Würstchen,B2,Noun,,,
der,Wagen,A2,Noun,,,
die,Wahl,B2,Noun,,,
das,Wahlergebnis,B2,Noun,,,
das,Wahlsystem,B2,Noun,,,
der,Wahlzettel,B2,Noun,,,
der,Wahnsinn,B2,Noun,,,
die,Wahrheit,B2,Noun,,,
die,Wahrscheinlichkeit,B2,Noun,,,
das,Wahrzeichen,B2,Noun,,,
der,Wald,A2,Noun,,,
die,Waldfläche,B2,Noun,,,
das,Walnussöl,B2,Noun,,,
die,Wanderung,B1,Noun,,,
die,Wange,B2,Noun,,,
der,Waschbär,B2,Noun,,,
die,Waschmaschine,A2,Noun,,,
der,Waschmaschinenanschluss,B2,Noun,,,
das,Waschmittel,B1,Noun,,,
das,Waschprogramm,B2,Noun,,,
der,Waschsalon,B2,Noun,,,
der,Wasserfall,B1,Noun,,,
der,Wasserkocher,B2,Noun,,,
die,Wassermelone,B2,Noun,,,
der,Wattetupfer,B2,Noun,,,
das,Waxing,B2,Noun,,,
die,Webseite,A2,Noun,,,
der,Wechselwähler,B2,Noun,,,
der,Wecker,B1,Noun,,,
die,Wegbeschreibung,B2,Noun,,,
der,Weißwein,B2,Noun,,,
der,Weichspüler,B2,Noun,,,
das,Weihnachten,,Noun,,1.8,
die,Weihnachtsfeier,B2,Noun,,,
die,Weihnachtszeit,B2,Noun,,,
die,Weile,A2,Noun,,,
der,Weinöffner,B2,Noun,,,
die,Weinflasche,A2,Noun,,,
die,Weinprobe,B2,Noun,,,
die,Weintraube,B2,Noun,,,
die,Weise,B1,Noun,,,
die,Weiterbildung,B1,Noun,,,
die,Weitläufigkeit,B2,Noun,,,
der,Weizen,B2,Noun,,,
die,Welle,B2,Noun,,,
der,Welpe,B2,Noun,,,
die,Welt,A1,Noun,,,
das,Weltbild,B2,Noun,,,
die,Weltgeschichte,A2,Noun,,,
der,Weltkrieg,B2,Noun,,,
die,Weltreise,B2,Noun,,,
die,Werbung,B1,Noun,,,
das,Werk,B1,Noun,,,
die,Werkstatt,B1,Noun,Werkstätten,2.2,
der,Wert,B1,Noun,,,
die,Wespe,B2,Noun,,,
der,Westen,A1,Noun,,,
der,Westfale,B2,Noun,,,
der,Wettbewerb,A2,Noun,,,
das,Wetter,A1,Noun,,2.1,
der,Wetterbericht,B2,Noun,,,
die,Wettervorhersage,B2,Noun,,,
der,Wettkampf,,Noun,Wettkämpfe,1.2,
das,Wichtige,B2,Noun,,,
die,Wiederholung,B1,Noun,,,
das,Wiedersehen,A1,Noun,,,
die,Wiedervereinigung,B2,Noun,,,
die,Wiese,B1,Noun,,,
das,Wildschwein,,Noun,Wildschweine,1.4,
das,Willkommen,A1,Noun,,,
die,Windkraft,,Noun,,1.7,
der,Winter,A1,Noun,Winter,1.6,
der,Wintermonat,B2,Noun,,,
die,Wirklichkeit,B1,Noun,,,
die,Wirkung,B1,Noun,,,
der,Wirt,B1,Noun,,,
die,Wirtin,B1,Noun,,,
die,Wirtschaft,B1,Noun,,,
das,Wirtschaftswachstum,B2,Noun,,,
der,Wischmopp,B2,Noun,,,
das,Wissen,B2,Noun,,2.1,
die,Wissenschaft,B1,Noun,,,
der,Wissenschaftler,B1,Noun,,,
die,Wissenschaftlerin,B1,Noun,,,
die,Wissenschaftskommunikation,B2,Noun,,,
der,Witz,A2,Noun,,1.7,
der,Wochenendausflug,B2,Noun,,,
der,Wochentag,A1,Noun,,,
das,Wohl,B2,Noun,,,
der,Wohnort,B1,Noun,Wohnorte,1.1,
der,Wohnsitz,B1,Noun,,,
der,Wohnungsmarkt,B2,Noun,,,
die,Wolke,A2,Noun,,,
der,Workshop,A2,Noun,,,
das,Wort,A1,Noun,,,
der,Wortschatz,B2,Noun,,,
die,Wunde,B1,Noun,,,
das,Wunder,B1,Noun,,,
der,Wunsch,A2,Noun,,,
der,Wurm,B2,Noun,,,
die,Wurst,A2,Noun,Würste,1.6,
die,Wurzel,B2,Noun,,,
das,Yoga,B2,Noun,,,
die,Yoga-Lehrerin,B2,Noun,,,
die,Zäsur,B2,Noun,,,
der,Zünder,B2,Noun,,,
die,Zahlung,B1,Noun,,,
die,Zahnarztpraxis,B2,Noun,,,
die,Zange,B2,Noun,,,
der,Zaubertrick,B2,Noun,,,
der,Zehnkampf,B2,Noun,,,
das,Zeichen,B1,Noun,,,
die,Zeichnung,B1,Noun,,,
die,Zeile,B1,Noun,,,
die,Zeit,A1,Noun,,1.7,
die,Zeitlupe,B2,Noun,,,
das,Zeitmanagement,B2,Noun,,,
der,Zeitpunkt,B1,Noun,,,
der,Zeitraum,A2,Noun,,,
die,Zeitschrift,A2,Noun,,,
das,Zelt,A2,Noun,,,
das,Zertifikat,B1,Noun,,,
der,Zettel,A2,Noun,,,
der,Zeuge,B1,Noun,,,
das,Zeugnis,B1,Noun,,,
die,Ziege,B1,Noun,,,
das,Ziel,A2,Noun,,,
die,Zielstrebigkeit,B2,Noun,,,
die,Zigarette,A1,Noun,,,
der,Zins,B2,Noun,,,
der,Zirkus,B1,Noun,,,
die,Zivilisation,B2,Noun,,,
die,Zone,B1,Noun,,,
der,Zoo,A2,Noun,Zoos,2.1,
die,Zubereitung,B2,Noun,,,
die,Zucchini,B1,Noun,,,
der,Zuckerpott,B2,Noun,,,
der,Zuckerschock,B2,Noun,,,
der,Zufall,B1,Noun,,,
die,Zufriedenheit,B2,Noun,,,
der,Zugang,B1,Noun,,,
der,Zuhörer,B2,Noun,,,
das,Zuhause,B1,Noun,,1.4,
das,Zumachen,B2,Noun,,,
die,Zusammenarbeit,B1,Noun,,,
der,Zusammenhang,B1,Noun,,,
das,Zusammenleben,B2,Noun,,,
das,Zusatzmaterial,B2,Noun,,,
der,Zuschauer,B2,Noun,,,
der,Zuschlag,B1,Noun,,,
der,Zustand,B1,Noun,,,
die,Zustimmung,B1,Noun,,,
die,Zutat,B2,Noun,,,
der,Zutritt,B2,Noun,,,
die,Zuverlässigkeit,B2,Noun,,,
die,Zuversicht,B2,Noun,,,
der,Zwang,B1,Noun,,,
der,Zweck,B1,Noun,,,
der,Zweifel,B1,Noun,,,
der,Zweifelsfall,B2,Noun,,,
der,Zweite,A2,Noun,,,
die,Zweitsprache,B2,Noun,,,
die,Zweitstimme,B2,Noun,,,
der,Zwerg,B2,Noun,,,
der,Zwillingsbruder,,Noun,,1.3,
die,Zwillingsschwester,B2,Noun,,1.3,
,überhaupt,,Other,,2.1,
,dann,,Other,,1.8,
,einmal,,Other,,1.8,
,heute,,Other,,1.5,
,los,,Other,,1.8,
,manchmal,,Other,,1.6,
,meisten,,Other,,2.1,
,sowieso,,Other,,2.1,
,zuerst,,Other,,1.8,
,jetzt,,Time,,1.1,
,ähneln,B2,Verb,,,
,ändern,A2,Verb,,,
,ärgern,A2,Verb,,,
,äußern,B2,Verb,,,
,üben,A1,Verb,,,
,überbrücken,B2,Verb,,,
,überfahren,B2,Verb,,,
,überfordern,B2,Verb,,,
,überholen,B1,Verb,,,
,überleben,B2,Verb,,,
,überlegen,A1,Verb,,,
,übernachten,B2,Verb,,,
,übernehmen,B1,Verb,,,
,überprüfen,B1,Verb,,,
,überraschen,B2,Verb,,,
,überreden,B2,Verb,,,
,übersetzen,A2,Verb,,,
,übertreffen,B1,Verb,,,
,übertreiben,B1,Verb,,,
,überwinden,B2,Verb,,,
,überzeugen,B1,Verb,,,
,abbeißen,B2,Verb,,,
,abendessen,B2,Verb,,,
,abfackeln,B2,Verb,,,
,abfallen,B2,Verb,,,
,abgeben,A1,Verb,,,
,abgehen,B1,Verb,,,
,abhängen,B1,Verb,,,
,abhauen,B2,Verb,,,
,abheben,B1,Verb,,,
,abholen,A1,Verb,,2.2,
,abkürzen,B2,Verb,,,
,abklappern,B2,Verb,,,
,ablaufen,B2,Verb,,,
,abonnieren,B1,Verb,,,
,abputzen,B2,Verb,,,
,absagen,B1,Verb,,,
,abschicken,B2,Verb,,,
,abschlagen,B2,Verb,,,
,abschleppen,B2,Verb,,,
,abschließen,A2,Verb,,,
,abschneiden,B2,Verb,,,
,abschreiben,B1,Verb,,,
,abstürzen,B2,Verb,,,
,abstellen,B2,Verb,,,
,abstimmen,B1,Verb,,,
,abtrocknen,B2,Verb,,,
,abwägen,B2,Verb,,,
,abwaschen,B1,Verb,,,
,abzeichnen,B2,Verb,,,
,achten,B1,Verb,,,
,adoptieren,B2,Verb,,,
,akzeptieren,B1,Verb,,,
,amüsieren,B1,Verb,,,
,analysieren,B1,Verb,,,
,anbeten,B2,Verb,,,
,anbieten,A1,Verb,,,
,anbraten,B2,Verb,,,
,aneignen,B2,Verb,,,
,anerkennen,B1,Verb,,,
,anfangen,A1,Verb,,2.1,
,anfassen,B1,Verb,,,
,anfertigen,B2,Verb,,,
,anfragen,B2,Verb,,,
,angeben,B1,Verb,,,
,angehen,B2,Verb,,,
,angreifen,B2,Verb,,,
,angucken,B1,Verb,,,
,anhören,B2,Verb,,,
,anhaben,B2,Verb,,,
,anhalten,B2,Verb,,,
,anheben,B2,Verb,,,
,anhupen,B2,Verb,,,
,ankämpfen,B2,Verb,,,
,ankündigen,B1,Verb,,,
,ankreuzen,B2,Verb,,,
,anlügen,B2,Verb,,,
,anlegen,B2,Verb,,,
,anmelden,A2,Verb,,,
,annehmen,B1,Verb,,,
,anpacken,B2,Verb,,,
,anprobieren,B2,Verb,,,
,anreichern,B2,Verb,,,
,anschalten,B2,Verb,,,
,anschauen,B2,Verb,,,
,anschließen,B1,Verb,,,
,anschnallen,B2,Verb,,,
,ansehen,A2,Verb,,,
,ansprechen,B1,Verb,,,
,ansteigen,B2,Verb,,,
,anstellen,B2,Verb,,,
,anstoßen,B2,Verb,,,
,anstrengen,B1,Verb,,,
,anstupsen,B2,Verb,,,
,antreten,B2,Verb,,,
,antrocknen,B2,Verb,,,
,anwärmen,B2,Verb,,,
,anwenden,B1,Verb,,,
,anzeigen,B1,Verb,,,
,anziehen,A1,Verb,,,
,applaudieren,B2,Verb,,,
,atmen,B1,Verb,,,
,aufbauen,B2,Verb,,,
